hp_kw,km,age,price,make_model_Audi_A1,make_model_Audi_A3,make_model_Opel_Astra,make_model_Opel_Corsa,make_model_Opel_Insignia,make_model_Renault_Clio,make_model_Renault_Duster,make_model_Renault_Espace,gearing_type_Automatic,gearing_type_Manual,gearing_type_Semi_Automatic
147.0,25.0,0.0,27950,0,0,0,0,1,0,0,0,0,1,0
103.0,9999.0,0.0,27900,0,0,0,0,1,0,0,0,0,1,0
125.0,6800.0,0.0,27900,0,0,0,0,1,0,0,0,0,1,0
125.0,6800.0,0.0,27900,0,0,0,0,1,0,0,0,0,1,0
121.0,5000.0,0.0,31999,0,0,0,0,1,0,0,0,0,1,0
81.0,5555.0,0.0,27690,0,0,0,0,1,0,0,0,0,1,0
125.0,1647.3626086956522,0.0,27594,0,0,0,0,1,0,0,0,0,1,0
103.0,10.0,0.0,26990,0,0,0,0,1,0,0,0,0,1,0
100.0,1500.0,0.0,27490,0,0,0,0,1,0,0,0,0,1,0
100.0,5.0,0.0,27200,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,27450,0,0,0,0,1,0,0,0,0,1,0
125.0,1.0,0.0,26900,0,0,0,0,1,0,0,0,0,1,0
103.0,20.0,0.0,26990,0,0,0,0,1,0,0,0,0,1,0
147.0,350.0,0.0,39950,0,0,0,0,1,0,0,0,1,0,0
125.0,1647.3626086956522,0.0,26538,0,0,0,0,1,0,0,0,0,1,0
154.0,9500.0,0.0,39949,0,0,0,0,1,0,0,0,1,0,0
125.0,1647.3626086956522,0.0,26538,0,0,0,0,1,0,0,0,0,1,0
147.0,1647.3626086956522,0.0,26511,0,0,0,0,1,0,0,0,0,1,0
154.0,10.0,0.0,39950,0,0,0,0,1,0,0,0,1,0,0
154.0,11.0,0.0,39960,0,0,0,0,1,0,0,0,1,0,0
125.0,1647.3626086956522,0.0,39950,0,0,0,0,1,0,0,0,1,0,0
147.0,1586.0,0.0,39850,0,0,0,0,1,0,0,0,1,0,0
125.0,500.0,0.0,39890,0,0,0,0,1,0,0,0,1,0,0
121.0,111.0,0.0,39690,0,0,0,0,1,0,0,0,1,0,0
146.0,12500.0,0.0,39490,0,0,0,0,1,0,0,0,1,0,0
125.0,8.0,0.0,39850,0,0,0,0,1,0,0,0,1,0,0
147.0,19000.0,0.0,39945,0,0,0,0,1,0,0,0,1,0,0
125.0,5700.0,0.0,39780,0,0,0,0,1,0,0,0,1,0,0
121.0,1647.3626086956522,0.0,39590,0,0,0,0,1,0,0,0,1,0,0
121.0,1647.3626086956522,0.0,39490,0,0,0,0,1,0,0,0,1,0,0
81.0,1647.3626086956522,0.0,23007,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,23000,0,0,0,0,1,0,0,0,0,1,0
154.0,10.0,0.0,39450,0,0,0,0,1,0,0,0,1,0,0
81.0,7500.0,0.0,22999,0,0,0,0,1,0,0,0,0,1,0
81.0,1647.3626086956522,0.0,23007,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,23000,0,0,0,0,1,0,0,0,0,1,0
121.0,1647.3626086956522,0.0,39490,0,0,0,0,1,0,0,0,1,0,0
81.0,8.0,0.0,22990,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,22620,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,22315,0,0,0,0,1,0,0,0,0,1,0
81.0,5000.0,0.0,22800,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,22328,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,22328,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,22315,0,0,0,0,1,0,0,0,0,1,0
81.0,1647.3626086956522,0.0,22280,0,0,0,0,1,0,0,0,0,1,0
81.0,1647.3626086956522,0.0,21992,0,0,0,0,1,0,0,0,0,1,0
103.0,1.0,0.0,22120,0,0,0,0,1,0,0,0,0,1,0
121.0,1647.3626086956522,0.0,21704,0,0,0,0,1,0,0,0,0,1,0
100.0,1.0,0.0,21900,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,22167,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,25625,0,0,0,0,1,0,0,0,0,1,0
81.0,1647.3626086956522,0.0,25615,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,25568,0,0,0,0,1,0,0,0,0,1,0
100.0,9300.0,0.0,25500,0,0,0,0,1,0,0,0,0,1,0
100.0,9300.0,0.0,25500,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,25475,0,0,0,0,1,0,0,0,0,1,0
147.0,1647.3626086956522,0.0,25464,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,25568,0,0,0,0,1,0,0,0,0,1,0
104.0,1.0,0.0,25436,0,0,0,0,1,0,0,0,0,1,0
147.0,1647.3626086956522,0.0,25464,0,0,0,0,1,0,0,0,0,1,0
81.0,1647.3626086956522,0.0,25435,0,0,0,0,1,0,0,0,0,1,0
147.0,1647.3626086956522,0.0,25415,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,25375,0,0,0,0,1,0,0,0,0,1,0
120.0,1647.3626086956522,0.0,25382,0,0,0,0,1,0,0,0,0,1,0
147.0,1647.3626086956522,0.0,25375,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,25375,0,0,0,0,1,0,0,0,0,1,0
81.0,1647.3626086956522,0.0,25295,0,0,0,0,1,0,0,0,0,1,0
81.0,5000.0,0.0,24999,0,0,0,0,1,0,0,0,0,1,0
100.0,1.0,0.0,24995,0,0,0,0,1,0,0,0,0,1,0
100.0,1501.0,0.0,24990,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,25165,0,0,0,0,1,0,0,0,0,1,0
121.0,1647.3626086956522,0.0,21704,0,0,0,0,1,0,0,0,0,1,0
121.0,1647.3626086956522,0.0,25155,0,0,0,0,1,0,0,0,0,1,0
121.0,125.0,0.0,24950,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,24900,0,0,0,0,1,0,0,0,0,1,0
125.0,3000.0,0.0,24890,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,24797,0,0,0,0,1,0,0,0,0,1,0
125.0,1647.3626086956522,0.0,24745,0,0,0,0,1,0,0,0,0,1,0
122.0,1.0,0.0,24742,0,0,0,0,1,0,0,0,0,1,0
125.0,1647.3626086956522,0.0,24845,0,0,0,0,1,0,0,0,0,1,0
122.0,1.0,0.0,24743,0,0,0,0,1,0,0,0,0,1,0
100.0,9800.0,0.0,24700,0,0,0,0,1,0,0,0,0,1,0
122.0,1647.3626086956522,0.0,24323,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,24315,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,24625,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,24203,0,0,0,0,1,0,0,0,0,1,0
147.0,15.0,0.0,40990,0,0,0,0,1,0,0,0,1,0,0
120.0,1647.3626086956522,0.0,24257,0,0,0,0,1,0,0,0,0,1,0
147.0,1647.3626086956522,0.0,40990,0,0,0,0,1,0,0,0,1,0,0
125.0,1000.0,0.0,40990,0,0,0,0,1,0,0,0,1,0,0
121.0,1647.3626086956522,0.0,40990,0,0,0,0,1,0,0,0,1,0,0
154.0,9999.0,0.0,40989,0,0,0,0,1,0,0,0,1,0,0
125.0,7.0,0.0,40980,0,0,0,0,1,0,0,0,1,0,0
121.0,1647.3626086956522,0.0,40670,0,0,0,0,1,0,0,0,1,0,0
125.0,5555.0,0.0,40990,0,0,0,0,1,0,0,0,1,0,0
122.0,15.0,0.0,40490,0,0,0,0,1,0,0,0,1,0,0
122.0,1647.3626086956522,0.0,24323,0,0,0,0,1,0,0,0,0,1,0
125.0,5555.0,0.0,39990,0,0,0,0,1,0,0,0,1,0,0
147.0,1900.0,0.0,39990,0,0,0,0,1,0,0,0,1,0,0
121.0,100.0,0.0,39990,0,0,0,0,1,0,0,0,1,0,0
154.0,10.0,0.0,40450,0,0,0,0,1,0,0,0,1,0,0
154.0,4000.0,0.0,39990,0,0,0,0,1,0,0,0,1,0,0
154.0,10.0,0.0,40450,0,0,0,0,1,0,0,0,1,0,0
147.0,14721.0,0.0,39990,0,0,0,0,1,0,0,0,1,0,0
100.0,1647.3626086956522,0.0,24203,0,0,0,0,1,0,0,0,0,1,0
81.0,1647.3626086956522,0.0,24080,0,0,0,0,1,0,0,0,0,1,0
121.0,10788.0,0.0,39990,0,0,0,0,1,0,0,0,1,0,0
104.0,1.0,0.0,24070,0,0,0,0,1,0,0,0,0,1,0
125.0,5555.0,0.0,39990,0,0,0,0,1,0,0,0,1,0,0
125.0,1647.3626086956522,0.0,39990,0,0,0,0,1,0,0,0,1,0,0
121.0,1647.3626086956522,0.0,23848,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,23776,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,23561,0,0,0,0,1,0,0,0,0,1,0
122.0,1.0,0.0,23600,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,23561,0,0,0,0,1,0,0,0,0,1,0
121.0,1647.3626086956522,0.0,23848,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,23690,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,23362,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,23362,0,0,0,0,1,0,0,0,0,1,0
104.0,1.0,0.0,23355,0,0,0,0,1,0,0,0,0,1,0
104.0,1.0,0.0,23351,0,0,0,0,1,0,0,0,0,1,0
104.0,1.0,0.0,23350,0,0,0,0,1,0,0,0,0,1,0
104.0,1.0,0.0,23349,0,0,0,0,1,0,0,0,0,1,0
125.0,2500.0,0.0,39990,0,0,0,0,1,0,0,0,1,0,0
100.0,1647.3626086956522,0.0,23187,0,0,0,0,1,0,0,0,0,1,0
100.0,1647.3626086956522,0.0,23187,0,0,0,0,1,0,0,0,0,1,0
103.0,1647.3626086956522,0.0,23025,0,0,0,0,1,0,0,0,0,1,0
154.0,10.0,0.0,37950,0,0,0,0,1,0,0,0,1,0,0
66.0,161556.0,3.0,7650,0,0,0,0,0,1,0,0,1,0,0
66.0,22000.0,3.0,13100,0,0,0,0,0,1,0,0,1,0,0
66.0,33000.0,3.0,13000,0,0,0,0,0,1,0,0,1,0,0
66.0,29830.0,2.0,12790,0,0,0,0,0,1,0,0,1,0,0
67.0,66222.0,3.0,11490,0,0,0,0,0,1,0,0,1,0,0
87.0,39200.0,3.0,13000,0,0,0,0,0,1,0,0,1,0,0
87.0,10272.0,2.0,13990,0,0,0,0,0,1,0,0,1,0,0
88.0,20000.0,3.0,12700,0,0,0,0,0,1,0,0,1,0,0
66.0,16381.0,2.0,14280,0,0,0,0,0,1,0,0,1,0,0
66.0,8500.0,2.0,14200,0,0,0,0,0,1,0,0,1,0,0
90.0,19056.0,2.0,13950,0,0,0,0,0,1,0,0,1,0,0
66.0,24000.0,1.0,13500,0,0,0,0,0,1,0,0,1,0,0
66.0,20764.0,1.0,13900,0,0,0,0,0,1,0,0,1,0,0
87.0,22300.0,1.0,14940,0,0,0,0,0,1,0,0,1,0,0
87.0,28337.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,11100.0,1.0,13950,0,0,0,0,0,1,0,0,1,0,0
88.0,18035.130066815145,1.0,15599,0,0,0,0,0,1,0,0,1,0,0
87.0,28337.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,21210.0,1.0,15590,0,0,0,0,0,1,0,0,1,0,0
66.0,10.0,0.0,15600,0,0,0,0,0,1,0,0,1,0,0
87.0,17229.0,1.0,15590,0,0,0,0,0,1,0,0,1,0,0
87.0,25899.0,1.0,15790,0,0,0,0,0,1,0,0,1,0,0
88.0,25917.0,1.0,15790,0,0,0,0,0,1,0,0,1,0,0
87.0,12671.0,1.0,15790,0,0,0,0,0,1,0,0,1,0,0
88.0,100.0,1.0,15928,0,0,0,0,0,1,0,0,1,0,0
88.0,100.0,1.0,15928,0,0,0,0,0,1,0,0,1,0,0
88.0,100.0,1.0,15928,0,0,0,0,0,1,0,0,1,0,0
88.0,100.0,1.0,15928,0,0,0,0,0,1,0,0,1,0,0
67.0,9800.0,1.0,15990,0,0,0,0,0,1,0,0,1,0,0
88.0,3356.0,1.0,15990,0,0,0,0,0,1,0,0,1,0,0
87.0,13905.0,1.0,15990,0,0,0,0,0,1,0,0,1,0,0
88.0,5509.0,1.0,15990,0,0,0,0,0,1,0,0,1,0,0
67.0,22869.0,1.0,15990,0,0,0,0,0,1,0,0,1,0,0
67.0,21085.0,1.0,15990,0,0,0,0,0,1,0,0,1,0,0
88.0,5264.0,1.0,15990,0,0,0,0,0,1,0,0,1,0,0
87.0,5711.0,1.0,15990,0,0,0,0,0,1,0,0,1,0,0
87.0,19428.0,1.0,15990,0,0,0,0,0,1,0,0,1,0,0
87.0,9000.0,1.0,15950,0,0,0,0,0,1,0,0,1,0,0
87.0,13956.0,3.0,15950,0,0,0,0,0,1,0,0,1,0,0
88.0,3744.0,2.0,15950,0,0,0,0,0,1,0,0,1,0,0
87.0,6305.0,1.0,15990,0,0,0,0,0,1,0,0,1,0,0
66.0,6000.0,1.0,15950,0,0,0,0,0,1,0,0,1,0,0
87.0,7500.0,1.0,15950,0,0,0,0,0,1,0,0,1,0,0
88.0,100.0,1.0,15928,0,0,0,0,0,1,0,0,1,0,0
88.0,100.0,1.0,15928,0,0,0,0,0,1,0,0,1,0,0
88.0,16800.0,1.0,15905,0,0,0,0,0,1,0,0,1,0,0
88.0,100.0,1.0,15928,0,0,0,0,0,1,0,0,1,0,0
87.0,63711.0,2.0,15945,0,0,0,0,0,1,0,0,1,0,0
88.0,1647.3626086956522,0.0,15920,0,0,0,0,0,1,0,0,1,0,0
88.0,19000.0,1.0,15905,0,0,0,0,0,1,0,0,1,0,0
88.0,16200.0,1.0,15905,0,0,0,0,0,1,0,0,1,0,0
87.0,14280.0,1.0,15900,0,0,0,0,0,1,0,0,1,0,0
88.0,7954.0,1.0,15900,0,0,0,0,0,1,0,0,1,0,0
87.0,14629.0,1.0,15890,0,0,0,0,0,1,0,0,1,0,0
87.0,13995.0,1.0,15890,0,0,0,0,0,1,0,0,1,0,0
66.0,12508.0,1.0,15900,0,0,0,0,0,1,0,0,1,0,0
87.0,31563.0,2.0,15900,0,0,0,0,0,1,0,0,1,0,0
88.0,65550.0,3.0,15900,0,0,0,0,0,1,0,0,1,0,0
66.0,1647.3626086956522,0.0,15798,0,0,0,0,0,1,0,0,1,0,0
87.0,19100.0,1.0,15875,0,0,0,0,0,1,0,0,1,0,0
87.0,19900.0,1.0,15850,0,0,0,0,0,1,0,0,1,0,0
87.0,19250.0,1.0,15875,0,0,0,0,0,1,0,0,1,0,0
87.0,16700.0,1.0,15780,0,0,0,0,0,1,0,0,1,0,0
87.0,12956.0,1.0,15750,0,0,0,0,0,1,0,0,1,0,0
87.0,12956.0,1.0,15750,0,0,0,0,0,1,0,0,1,0,0
88.0,100.0,1.0,15690,0,0,0,0,0,1,0,0,1,0,0
88.0,49495.0,3.0,15750,0,0,0,0,0,1,0,0,1,0,0
88.0,100.0,1.0,15690,0,0,0,0,0,1,0,0,1,0,0
87.0,16040.0,1.0,15690,0,0,0,0,0,1,0,0,1,0,0
88.0,100.0,1.0,15652,0,0,0,0,0,1,0,0,1,0,0
88.0,10.0,1.0,15650,0,0,0,0,0,1,0,0,1,0,0
87.0,23650.0,1.0,15790,0,0,0,0,0,1,0,0,1,0,0
87.0,11000.0,2.0,15500,0,0,0,0,0,1,0,0,1,0,0
66.0,10.0,0.0,15600,0,0,0,0,0,1,0,0,1,0,0
87.0,20200.0,1.0,15650,0,0,0,0,0,1,0,0,1,0,0
87.0,24957.0,2.0,15490,0,0,0,0,0,1,0,0,1,0,0
87.0,11300.0,1.0,15500,0,0,0,0,0,1,0,0,1,0,0
87.0,23017.0,1.0,15490,0,0,0,0,0,1,0,0,1,0,0
87.0,19847.0,1.0,15500,0,0,0,0,0,1,0,0,1,0,0
87.0,9424.0,2.0,15490,0,0,0,0,0,1,0,0,1,0,0
67.0,10.0,1.0,15490,0,0,0,0,0,1,0,0,1,0,0
87.0,19014.0,1.0,15490,0,0,0,0,0,1,0,0,1,0,0
87.0,19308.0,1.0,15490,0,0,0,0,0,1,0,0,1,0,0
87.0,28337.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,22439.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,22439.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,28337.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,14980.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,13900.0,2.0,14990,0,0,0,0,0,1,0,0,1,0,0
56.0,20261.0,3.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,14424.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
66.0,28059.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
66.0,1647.3626086956522,0.0,14987,0,0,0,0,0,1,0,0,1,0,0
66.0,3500.0,0.0,15200,0,0,0,0,0,1,0,0,1,0,0
66.0,10.0,1.0,15490,0,0,0,0,0,1,0,0,1,0,0
162.0,58000.0,3.0,15000,0,0,0,0,0,1,0,0,1,0,0
87.0,17081.0,2.0,14990,0,0,0,0,0,1,0,0,1,0,0
88.0,8900.0,3.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,26077.0,1.0,14985,0,0,0,0,0,1,0,0,1,0,0
66.0,1647.3626086956522,0.0,14987,0,0,0,0,0,1,0,0,1,0,0
87.0,26077.0,1.0,14985,0,0,0,0,0,1,0,0,1,0,0
87.0,22494.0,3.0,14980,0,0,0,0,0,1,0,0,1,0,0
87.0,14500.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
56.0,42999.0,3.0,14950,0,0,0,0,0,1,0,0,1,0,0
87.0,1386.0,2.0,14950,0,0,0,0,0,1,0,0,1,0,0
88.0,53332.0,3.0,14950,0,0,0,0,0,1,0,0,1,0,0
87.0,15912.0,1.0,14950,0,0,0,0,0,1,0,0,1,0,0
90.0,22013.0,2.0,14950,0,0,0,0,0,1,0,0,1,0,0
87.0,6649.0,1.0,14950,0,0,0,0,0,1,0,0,1,0,0
90.0,15689.0,2.0,14950,0,0,0,0,0,1,0,0,1,0,0
87.0,12000.0,2.0,14950,0,0,0,0,0,1,0,0,1,0,0
87.0,22638.0,1.0,14940,0,0,0,0,0,1,0,0,1,0,0
88.0,53800.0,2.0,14990,0,0,0,0,0,1,0,0,1,0,0
88.0,16130.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
67.0,22607.0,2.0,14990,0,0,0,0,0,1,0,0,1,0,0
88.0,11687.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
66.0,34334.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
66.0,35912.0,2.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,23000.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,27900.0,3.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,14400.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,28517.0,3.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,24400.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,25600.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
88.0,19528.0,2.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,16600.0,1.0,14990,0,0,0,0,0,1,0,0,1,0,0
87.0,28337.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,22735.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,27188.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,27188.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,21939.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,27188.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,27188.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,19377.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,19377.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,27188.0,1.0,15485,0,0,0,0,0,1,0,0,1,0,0
87.0,16100.0,1.0,15480,0,0,0,0,0,1,0,0,1,0,0
87.0,21900.0,1.0,15480,0,0,0,0,0,1,0,0,1,0,0
88.0,6586.0,1.0,15480,0,0,0,0,0,1,0,0,1,0,0
87.0,17456.0,1.0,15470,0,0,0,0,0,1,0,0,1,0,0
88.0,52972.0,3.0,15450,0,0,0,0,0,1,0,0,1,0,0
87.0,17790.0,1.0,15450,0,0,0,0,0,1,0,0,1,0,0
66.0,36780.0,2.0,15400,0,0,0,0,0,1,0,0,1,0,0
56.0,13520.0,2.0,15290,0,0,0,0,0,1,0,0,1,0,0
88.0,31011.0,2.0,13900,0,0,0,0,0,1,0,0,1,0,0
88.0,42504.0,3.0,13900,0,0,0,0,0,1,0,0,1,0,0
87.0,6800.0,2.0,13850,0,0,0,0,0,1,0,0,1,0,0
87.0,12000.0,2.0,13800,0,0,0,0,0,1,0,0,1,0,0
66.0,13500.0,2.0,13800,0,0,0,0,0,1,0,0,1,0,0
87.0,35000.0,3.0,13800,0,0,0,0,0,1,0,0,1,0,0
66.0,20110.0,1.0,13800,0,0,0,0,0,1,0,0,1,0,0
66.0,11000.0,2.0,13800,0,0,0,0,0,1,0,0,1,0,0
87.0,28300.0,1.0,13690,0,0,0,0,0,1,0,0,1,0,0
88.0,37083.0,2.0,13690,0,0,0,0,0,1,0,0,1,0,0
88.0,17087.0,2.0,13670,0,0,0,0,0,1,0,0,1,0,0
66.0,1647.3626086956522,0.0,13600,0,0,0,0,0,1,0,0,1,0,0
66.0,1.0,0.0,13600,0,0,0,0,0,1,0,0,1,0,0
66.0,9500.0,1.0,13550,0,0,0,0,0,1,0,0,1,0,0
87.0,70760.0,3.0,13500,0,0,0,0,0,1,0,0,1,0,0
66.0,34500.0,2.0,13500,0,0,0,0,0,1,0,0,1,0,0
88.0,50253.0,2.0,14925,0,0,0,0,0,1,0,0,1,0,0
88.0,36500.0,2.0,14900,0,0,0,0,0,1,0,0,1,0,0
66.0,4523.0,2.0,14900,0,0,0,0,0,1,0,0,1,0,0
87.0,75161.0,2.0,14900,0,0,0,0,0,1,0,0,1,0,0
87.0,17286.0,1.0,14890,0,0,0,0,0,1,0,0,1,0,0
87.0,19500.0,2.0,14890,0,0,0,0,0,1,0,0,1,0,0
87.0,24473.0,1.0,14870,0,0,0,0,0,1,0,0,1,0,0
87.0,990.0,1.0,14899,0,0,0,0,0,1,0,0,1,0,0
87.0,2347.0,1.0,14900,0,0,0,0,0,1,0,0,1,0,0
87.0,24473.0,1.0,14870,0,0,0,0,0,1,0,0,1,0,0
87.0,24473.0,1.0,14870,0,0,0,0,0,1,0,0,1,0,0
87.0,24473.0,1.0,14870,0,0,0,0,0,1,0,0,1,0,0
87.0,24473.0,1.0,14870,0,0,0,0,0,1,0,0,1,0,0
87.0,24473.0,1.0,14870,0,0,0,0,0,1,0,0,1,0,0
87.0,24473.0,1.0,14870,0,0,0,0,0,1,0,0,1,0,0
87.0,24473.0,1.0,14870,0,0,0,0,0,1,0,0,1,0,0
87.0,24473.0,1.0,14870,0,0,0,0,0,1,0,0,1,0,0
67.0,18051.0,2.0,14790,0,0,0,0,0,1,0,0,1,0,0
87.0,24473.0,1.0,14870,0,0,0,0,0,1,0,0,1,0,0
87.0,6800.0,2.0,14150,0,0,0,0,0,1,0,0,1,0,0
88.0,48601.0,3.0,14790,0,0,0,0,0,1,0,0,1,0,0
88.0,19000.0,1.0,14000,0,0,0,0,0,1,0,0,1,0,0
87.0,22071.0,1.0,13999,0,0,0,0,0,1,0,0,1,0,0
88.0,35661.0,3.0,13995,0,0,0,0,0,1,0,0,1,0,0
66.0,9913.0,3.0,13990,0,0,0,0,0,1,0,0,1,0,0
162.0,71390.0,3.0,13990,0,0,0,0,0,1,0,0,1,0,0
66.0,68325.0,3.0,13990,0,0,0,0,0,1,0,0,1,0,0
88.0,33875.0,3.0,13990,0,0,0,0,0,1,0,0,1,0,0
67.0,14941.0,1.0,13990,0,0,0,0,0,1,0,0,1,0,0
67.0,43384.0,3.0,13990,0,0,0,0,0,1,0,0,1,0,0
88.0,41800.0,3.0,13990,0,0,0,0,0,1,0,0,1,0,0
87.0,23800.0,3.0,13990,0,0,0,0,0,1,0,0,1,0,0
88.0,28185.0,2.0,13990,0,0,0,0,0,1,0,0,1,0,0
66.0,10.0,3.0,13950,0,0,0,0,0,1,0,0,1,0,0
87.0,17000.0,2.0,14750,0,0,0,0,0,1,0,0,1,0,0
66.0,16000.0,1.0,14699,0,0,0,0,0,1,0,0,1,0,0
66.0,1034.0,2.0,14650,0,0,0,0,0,1,0,0,1,0,0
87.0,23850.0,2.0,13980,0,0,0,0,0,1,0,0,1,0,0
88.0,37828.0,3.0,14740,0,0,0,0,0,1,0,0,1,0,0
88.0,20900.0,1.0,13950,0,0,0,0,0,1,0,0,1,0,0
88.0,19863.0,3.0,14590,0,0,0,0,0,1,0,0,1,0,0
66.0,1647.3626086956522,0.0,14506,0,0,0,0,0,1,0,0,1,0,0
66.0,1647.3626086956522,0.0,14506,0,0,0,0,0,1,0,0,1,0,0
88.0,15000.0,3.0,14500,0,0,0,0,0,1,0,0,1,0,0
66.0,12150.0,2.0,14500,0,0,0,0,0,1,0,0,1,0,0
66.0,3000.0,0.0,14495,0,0,0,0,0,1,0,0,1,0,0
87.0,17188.0,1.0,14490,0,0,0,0,0,1,0,0,1,0,0
67.0,30543.0,1.0,14480,0,0,0,0,0,1,0,0,1,0,0
87.0,7327.0,2.0,14460,0,0,0,0,0,1,0,0,1,0,0
67.0,9145.0,1.0,14490,0,0,0,0,0,1,0,0,1,0,0
87.0,26500.0,2.0,14440,0,0,0,0,0,1,0,0,1,0,0
87.0,26879.0,1.0,14400,0,0,0,0,0,1,0,0,1,0,0
87.0,8750.0,3.0,14450,0,0,0,0,0,1,0,0,1,0,0
66.0,46000.0,3.0,12650,0,0,0,0,0,1,0,0,1,0,0
87.0,21012.0,1.0,14400,0,0,0,0,0,1,0,0,1,0,0
88.0,31214.0,2.0,12600,0,0,0,0,0,1,0,0,1,0,0
56.0,37065.0,3.0,14290,0,0,0,0,0,1,0,0,1,0,0
87.0,46668.0,3.0,12550,0,0,0,0,0,1,0,0,1,0,0
88.0,23491.0,3.0,12545,0,0,0,0,0,1,0,0,1,0,0
87.0,40676.0,2.0,12590,0,0,0,0,0,1,0,0,1,0,0
88.0,23491.0,3.0,12545,0,0,0,0,0,1,0,0,1,0,0
88.0,23491.0,3.0,12545,0,0,0,0,0,1,0,0,1,0,0
88.0,23491.0,3.0,12545,0,0,0,0,0,1,0,0,1,0,0
88.0,23491.0,3.0,12545,0,0,0,0,0,1,0,0,1,0,0
88.0,23491.0,3.0,12545,0,0,0,0,0,1,0,0,1,0,0
88.0,23491.0,3.0,12545,0,0,0,0,0,1,0,0,1,0,0
88.0,23491.0,3.0,12545,0,0,0,0,0,1,0,0,1,0,0
88.0,23491.0,3.0,12545,0,0,0,0,0,1,0,0,1,0,0
88.0,23491.0,3.0,12545,0,0,0,0,0,1,0,0,1,0,0
88.0,55000.0,3.0,12500,0,0,0,0,0,1,0,0,1,0,0
